OrderID,LineNumber,ClientID,ProductKey,DateCommande,Quantite,PrixUnitaire,Remise,Region,Statut,Canal
CMD00771,2,CL0068,PR0003,2024-11-15,2,31.01,0,Est,En cours,Boutique
CMD00772,1,CL0146,PR0025,2025-02-27,3,39.20,0,Nord,Livrée,En ligne
CMD00772,2,CL0146,PR0002,2025-02-27,4,7.55,0,Nord,Livrée,Boutique
CMD00772,3,CL0146,PR0021,2025-02-27,4,7.26,0.17,Nord,Livrée,Boutique
CMD00773,1,CL0171,PR0024,2024-11-06,4,44.25,0,Bretagne,Livrée,Mobile
CMD00773,2,CL0171,PR0022,2024-11-06,1,10.95,0,Bretagne,Livrée,En ligne
CMD00773,3,CL0171,PR0029,2024-11-06,3,25.07,0,Bretagne,Livrée,En ligne
CMD00774,1,CL0165,PR0021,2024-10-25,3,42.02,0.02,Occitanie,Annulée,En ligne
CMD00774,2,CL0165,PR0054,2024-10-25,4,14.31,0,Occitanie,Livrée,Boutique
CMD00775,1,CL0085,PR0016,2024-02-02,2,29.60,0,Sud,Livrée,Mobile
CMD00775,2,CL0085,PR0025,2024-02-02,1,9.22,0,Sud,Livrée,Boutique
CMD00775,3,CL0085,PR0023,2024-02-02,2,45.51,0,Sud,Livrée,En ligne
CMD00775,4,CL0085,PR0012,2024-02-02,2,3.67,0.05,Sud,Livrée,Boutique
CMD00776,1,CL0128,PR0046,2025-01-13,5,44.25,0,Auvergne-Rhône-Alpes,Annulée,Boutique
CMD00776,2,CL0128,PR0050,2025-01-13,2,36.69,0.10,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00776,3,CL0128,PR0033,2025-01-13,5,33.37,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00776,4,CL0128,PR0023,2025-01-13,2,11.18,0.25,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00777,1,CL0030,PR0041,2024-12-04,5,15.71,0.19,Est,Livrée,En ligne
CMD00777,2,CL0030,PR0013,2024-12-04,3,26.26,0,Est,Annulée,En ligne
CMD00778,1,CL0089,PR0018,2024-08-05,4,6.94,0,Occitanie,Livrée,Mobile
CMD00779,1,CL0054,PR0055,2024-01-12,4,22.23,0.06,Est,Livrée,En ligne
CMD00780,1,CL0112,PR0026,2024-05-12,3,40.85,0,Ouest,Livrée,Boutique
CMD00781,1,CL0166,PR0003,2025-05-22,3,23.06,0,Sud,Livrée,Boutique
CMD00781,2,CL0166,PR0013,2025-05-22,3,18.17,0.01,Sud,Livrée,Boutique
CMD00782,1,CL0153,PR0025,2024-10-16,5,5.54,0,Sud,Livrée,En ligne
CMD00782,2,CL0153,PR0049,2024-10-16,5,15.26,0.18,Sud,Livrée,Boutique
CMD00783,1,CL0083,PR0013,2024-08-08,3,38.25,0,Bretagne,Livrée,En ligne
CMD00784,1,CL0021,PR0049,2025-07-13,5,24.37,0,Île-de-France,En cours,En ligne
CMD00785,1,CL0181,PR0054,2024-06-05,2,45.89,0,Bretagne,Livrée,En ligne
CMD00786,1,CL0100,PR0005,2024-10-08,2,24.34,0.22,Sud,Livrée,Mobile
CMD00786,2,CL0100,PR0001,2024-10-08,4,27.04,0,Sud,Livrée,Mobile
CMD00787,1,CL0131,PR0009,2025-12-04,3,11.72,0.16,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00787,2,CL0131,PR0036,2025-12-04,1,12.41,0.16,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00788,1,CL0011,PR0008,2025-04-27,1,46.23,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00789,1,CL0070,PR0018,2025-08-19,5,35.83,0,Sud,Livrée,Mobile
CMD00789,2,CL0070,PR0027,2025-08-19,1,47.00,0,Sud,Livrée,Boutique
CMD00789,3,CL0070,PR0047,2025-08-19,1,23.94,0.02,Sud,En cours,Boutique
CMD00789,4,CL0070,PR0022,2025-08-19,5,11.90,0.12,Sud,Livrée,En ligne
CMD00790,1,CL0082,PR0012,2025-05-01,3,9.77,0,Bretagne,Livrée,Boutique
CMD00790,2,CL0082,PR0037,2025-05-01,5,28.45,0.28,Bretagne,Livrée,En ligne
CMD00791,1,CL0028,PR0025,2024-03-21,3,25.65,0,Nord,Livrée,Boutique
CMD00792,1,CL0128,PR0009,2024-09-18,3,12.82,0.06,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00792,2,CL0128,PR0046,2024-09-18,1,25.52,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00792,3,CL0128,PR0036,2024-09-18,5,18.12,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00793,1,CL0126,PR0015,2024-02-07,2,10.31,0,Occitanie,En cours,Mobile
CMD00794,1,CL0043,PR0050,2024-01-16,4,26.43,0,Bretagne,En cours,En ligne
CMD00794,2,CL0043,PR0002,2024-01-16,4,2.25,0,Bretagne,Livrée,En ligne
CMD00794,3,CL0043,PR0033,2024-01-16,2,16.72,0,Bretagne,Livrée,Mobile
CMD00794,4,CL0043,PR0028,2024-01-16,4,14.22,0,Bretagne,En cours,Boutique
CMD00795,1,CL0112,PR0038,2025-08-08,4,11.32,0,Ouest,Livrée,Boutique
CMD00795,2,CL0112,PR0006,2025-08-08,5,10.43,0.20,Ouest,Livrée,En ligne
CMD00796,1,CL0158,PR0054,2024-01-24,2,22.34,0,Ouest,Livrée,En ligne
CMD00796,2,CL0158,PR0025,2024-01-24,2,26.93,0.14,Ouest,En cours,Boutique
CMD00797,1,CL0058,PR0010,2024-07-10,3,36.65,0,Bretagne,Livrée,Mobile
CMD00798,1,CL0001,PR0010,2025-10-07,3,4.37,0,Île-de-France,Livrée,En ligne
CMD00799,1,CL0104,PR0006,2024-10-21,4,20.65,0,Île-de-France,Livrée,En ligne
CMD00799,2,CL0104,PR0030,2024-10-21,3,21.76,0,Île-de-France,Livrée,Mobile
CMD00799,3,CL0104,PR0033,2024-10-21,5,13.39,0,Île-de-France,Livrée,Boutique
CMD00800,1,CL0081,PR0009,2025-12-01,1,33.60,0,Ouest,Livrée,Boutique
CMD00800,2,CL0081,PR0018,2025-12-01,1,38.63,0,Ouest,Livrée,Mobile
CMD00800,3,CL0081,PR0043,2025-12-01,4,21.86,0.28,Ouest,Annulée,Mobile
CMD00801,1,CL0082,PR0029,2025-03-19,2,26.57,0,Bretagne,Livrée,En ligne
CMD00801,2,CL0082,PR0025,2025-03-19,3,27.65,0,Bretagne,Livrée,Mobile
CMD00802,1,CL0085,PR0025,2024-04-28,2,45.97,0.15,Sud,Livrée,En ligne
CMD00803,1,CL0091,PR0051,2025-04-18,5,20.15,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00803,2,CL0091,PR0015,2025-04-18,3,30.11,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00803,3,CL0091,PR0008,2025-04-18,1,30.65,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00804,1,CL0156,PR0056,2024-06-22,3,23.78,0.04,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00805,1,CL0019,PR0039,2025-03-06,3,37.72,0,Est,En cours,En ligne
CMD00805,2,CL0019,PR0050,2025-03-06,4,25.00,0,Est,Livrée,Boutique
CMD00805,3,CL0019,PR0049,2025-03-06,4,18.70,0.29,Est,Livrée,Boutique
CMD00805,4,CL0019,PR0030,2025-03-06,5,21.12,0,Est,Livrée,Boutique
CMD00806,1,CL0139,PR0028,2025-08-02,3,23.09,0,Bretagne,Livrée,Mobile
CMD00806,2,CL0139,PR0036,2025-08-02,4,27.45,0,Bretagne,Annulée,Boutique
CMD00807,1,CL0051,PR0057,2024-04-07,4,28.38,0.13,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00807,2,CL0051,PR0019,2024-04-07,1,28.21,0.17,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00808,1,CL0041,PR0045,2024-03-15,1,7.80,0,Île-de-France,Annulée,En ligne
CMD00808,2,CL0041,PR0056,2024-03-15,1,31.63,0,Île-de-France,Livrée,Mobile
CMD00808,3,CL0041,PR0046,2024-03-15,4,39.60,0,Île-de-France,Livrée,Mobile
CMD00808,4,CL0041,PR0008,2024-03-15,2,27.32,0,Île-de-France,Livrée,Boutique
CMD00809,1,CL0122,PR0001,2025-08-24,4,24.13,0.30,Ouest,Livrée,En ligne
CMD00809,2,CL0122,PR0029,2025-08-24,5,30.98,0,Ouest,En cours,En ligne
CMD00810,1,CL0082,PR0025,2024-12-28,4,27.18,0.05,Bretagne,Livrée,En ligne
CMD00810,2,CL0082,PR0031,2024-12-28,4,42.72,0,Bretagne,Livrée,Mobile
CMD00810,3,CL0082,PR0038,2024-12-28,4,23.87,0,Bretagne,Livrée,En ligne
CMD00811,1,CL0116,PR0050,2025-10-20,5,9.68,0,Bretagne,Livrée,Boutique
CMD00811,2,CL0116,PR0053,2025-10-20,3,5.76,0.03,Bretagne,Livrée,En ligne
CMD00811,3,CL0116,PR0060,2025-10-20,3,40.68,0,Bretagne,Annulée,En ligne
CMD00812,1,CL0131,PR0018,2025-04-15,4,22.25,0,Auvergne-Rhône-Alpes,Annulée,Boutique
CMD00812,2,CL0131,PR0007,2025-04-15,5,39.22,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00812,3,CL0131,PR0039,2025-04-15,1,21.33,0.15,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00812,4,CL0131,PR0022,2025-04-15,3,4.52,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00813,1,CL0087,PR0035,2024-01-08,3,11.82,0,Ouest,Livrée,Boutique
CMD00813,2,CL0087,PR0029,2024-01-08,2,3.33,0,Ouest,Annulée,En ligne
CMD00813,3,CL0087,PR0036,2024-01-08,2,19.24,0.21,Ouest,En cours,En ligne
CMD00813,4,CL0087,PR0021,2024-01-08,1,8.06,0,Ouest,Livrée,Mobile
CMD00814,1,CL0198,PR0041,2025-05-16,5,39.50,0,Sud,Livrée,En ligne
CMD00814,2,CL0198,PR0039,2025-05-16,4,9.39,0,Sud,Livrée,Boutique
CMD00814,3,CL0198,PR0046,2025-05-16,4,6.51,0,Sud,En cours,En ligne
CMD00815,1,CL0034,PR0018,2024-04-04,2,18.31,0,Île-de-France,Annulée,En ligne
CMD00815,2,CL0034,PR0044,2024-04-04,1,31.39,0,Île-de-France,Annulée,Mobile
CMD00816,1,CL0111,PR0015,2024-05-11,1,30.08,0.06,Sud,Livrée,Mobile
CMD00817,1,CL0143,PR0033,2025-10-16,2,10.50,0.21,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00818,1,CL0043,PR0012,2025-03-11,2,8.03,0,Bretagne,En cours,En ligne
CMD00818,2,CL0043,PR0060,2025-03-11,5,32.59,0.08,Bretagne,Livrée,En ligne
CMD00818,3,CL0043,PR0039,2025-03-11,3,5.41,0,Bretagne,Livrée,En ligne
CMD00819,1,CL0195,PR0059,2024-10-06,1,46.86,0,Bretagne,Annulée,Mobile
CMD00819,2,CL0195,PR0050,2024-10-06,5,44.49,0.18,Bretagne,Livrée,Boutique
CMD00819,3,CL0195,PR0005,2024-10-06,5,30.46,0,Bretagne,Livrée,En ligne
CMD00819,4,CL0195,PR0010,2024-10-06,1,6.76,0,Bretagne,Livrée,Boutique
CMD00820,1,CL0166,PR0048,2025-12-15,5,2.96,0,Sud,Livrée,Mobile
CMD00820,2,CL0166,PR0058,2025-12-15,2,40.71,0.07,Sud,Livrée,En ligne
CMD00820,3,CL0166,PR0019,2025-12-15,4,15.72,0,Sud,Livrée,Mobile
CMD00821,1,CL0170,PR0003,2025-04-11,5,35.11,0,Nord,Livrée,Mobile
CMD00821,2,CL0170,PR0028,2025-04-11,3,43.77,0.11,Nord,Livrée,Boutique
CMD00821,3,CL0170,PR0007,2025-04-11,2,7.40,0,Nord,Livrée,Mobile
CMD00822,1,CL0185,PR0010,2025-04-01,1,7.72,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00823,1,CL0020,PR0008,2025-09-13,2,36.28,0,Bretagne,Livrée,Boutique
CMD00823,2,CL0020,PR0046,2025-09-13,2,36.43,0,Bretagne,Livrée,En ligne
CMD00823,3,CL0020,PR0036,2025-09-13,5,3.08,0,Bretagne,Livrée,Boutique
CMD00823,4,CL0020,PR0009,2025-09-13,2,31.64,0,Bretagne,Annulée,Mobile
CMD00824,1,CL0194,PR0049,2024-11-04,4,27.02,0.21,Île-de-France,Livrée,Boutique
CMD00824,2,CL0194,PR0016,2024-11-04,5,14.68,0,Île-de-France,Annulée,En ligne
CMD00824,3,CL0194,PR0059,2024-11-04,2,46.24,0,Île-de-France,Livrée,Mobile
CMD00825,1,CL0009,PR0058,2025-12-28,4,33.76,0.02,Est,Livrée,En ligne
CMD00826,1,CL0042,PR0019,2025-01-20,3,22.42,0.16,Bretagne,Livrée,Boutique
CMD00827,1,CL0042,PR0039,2024-07-15,3,19.84,0,Bretagne,Livrée,Mobile
CMD00827,2,CL0042,PR0020,2024-07-15,1,23.73,0,Bretagne,Livrée,En ligne
CMD00828,1,CL0140,PR0035,2025-08-09,2,28.28,0,Ouest,Livrée,Boutique
CMD00828,2,CL0140,PR0013,2025-08-09,1,6.71,0,Ouest,En cours,Mobile
CMD00829,1,CL0030,PR0060,2024-10-24,3,27.23,0,Est,Livrée,En ligne
CMD00829,2,CL0030,PR0034,2024-10-24,1,37.29,0.20,Est,En cours,Boutique
CMD00830,1,CL0089,PR0014,2025-08-27,1,10.08,0,Occitanie,En cours,Boutique
CMD00830,2,CL0089,PR0018,2025-08-27,3,44.18,0.18,Occitanie,Annulée,Boutique
CMD00831,1,CL0153,PR0049,2024-06-02,5,12.96,0,Sud,Livrée,En ligne
CMD00831,2,CL0153,PR0031,2024-06-02,3,35.05,0,Sud,Livrée,Boutique
CMD00832,1,CL0026,PR0024,2025-12-01,1,42.17,0,Nord,Livrée,Mobile
CMD00832,2,CL0026,PR0007,2025-12-01,5,36.15,0.21,Nord,En cours,Boutique
CMD00832,3,CL0026,PR0002,2025-12-01,4,46.89,0,Nord,Livrée,Mobile
CMD00832,4,CL0026,PR0037,2025-12-01,5,39.39,0.13,Nord,Livrée,Boutique
CMD00833,1,CL0101,PR0035,2025-12-09,5,24.79,0,Île-de-France,Livrée,En ligne
CMD00834,1,CL0167,PR0020,2025-08-20,5,34.99,0.25,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00834,2,CL0167,PR0033,2025-08-20,1,25.16,0,Auvergne-Rhône-Alpes,En cours,Boutique
CMD00834,3,CL0167,PR0039,2025-08-20,3,27.79,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00835,1,CL0097,PR0037,2024-03-27,2,43.72,0,Île-de-France,Livrée,Mobile
CMD00835,2,CL0097,PR0041,2024-03-27,2,33.79,0.14,Île-de-France,Livrée,En ligne
CMD00836,1,CL0195,PR0029,2024-12-03,4,27.25,0,Bretagne,Annulée,Boutique
CMD00836,2,CL0195,PR0033,2024-12-03,5,16.08,0.27,Bretagne,Livrée,En ligne
CMD00836,3,CL0195,PR0053,2024-12-03,5,30.42,0.12,Bretagne,Livrée,Mobile
CMD00836,4,CL0195,PR0037,2024-12-03,3,39.32,0.14,Bretagne,Livrée,En ligne
CMD00837,1,CL0127,PR0056,2024-05-09,4,46.56,0,Est,Annulée,Boutique
CMD00838,1,CL0037,PR0056,2025-06-25,1,38.43,0.22,Île-de-France,Livrée,Mobile
CMD00838,2,CL0037,PR0022,2025-06-25,5,34.74,0.17,Île-de-France,Livrée,Mobile
CMD00839,1,CL0047,PR0038,2024-09-28,3,2.73,0,Occitanie,Livrée,Boutique
CMD00840,1,CL0018,PR0035,2024-01-17,2,12.23,0.28,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00840,2,CL0018,PR0022,2024-01-17,4,21.99,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00840,3,CL0018,PR0041,2024-01-17,2,5.75,0.10,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00841,1,CL0111,PR0050,2024-10-15,3,20.60,0,Sud,Livrée,Boutique
CMD00842,1,CL0113,PR0036,2025-12-10,3,37.85,0,Occitanie,Livrée,Boutique
CMD00842,2,CL0113,PR0009,2025-12-10,2,2.52,0,Occitanie,Livrée,En ligne
CMD00843,1,CL0163,PR0053,2025-11-19,1,29.21,0,Est,Annulée,Mobile
CMD00843,2,CL0163,PR0043,2025-11-19,5,40.93,0.25,Est,Livrée,Boutique
CMD00843,3,CL0163,PR0005,2025-11-19,2,19.84,0,Est,Livrée,En ligne
CMD00844,1,CL0055,PR0048,2025-01-25,1,32.50,0,Est,En cours,En ligne
CMD00845,1,CL0128,PR0017,2025-01-14,3,40.19,0.05,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00846,1,CL0012,PR0032,2024-07-15,5,45.26,0,Auvergne-Rhône-Alpes,Annulée,En ligne
CMD00846,2,CL0012,PR0059,2024-07-15,2,33.43,0.07,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00847,1,CL0069,PR0033,2024-10-09,5,13.16,0,Sud,Livrée,Mobile
CMD00847,2,CL0069,PR0019,2024-10-09,3,40.95,0.03,Sud,Livrée,Mobile
CMD00847,3,CL0069,PR0056,2024-10-09,4,26.51,0.26,Sud,Livrée,Mobile
CMD00847,4,CL0069,PR0018,2024-10-09,3,5.02,0,Sud,Livrée,Boutique
CMD00848,1,CL0030,PR0016,2025-07-05,4,45.61,0,Est,Livrée,Boutique
CMD00848,2,CL0030,PR0045,2025-07-05,2,39.17,0,Est,En cours,Mobile
CMD00848,3,CL0030,PR0046,2025-07-05,4,16.66,0.19,Est,En cours,En ligne
CMD00849,1,CL0049,PR0010,2025-10-22,1,19.90,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00849,2,CL0049,PR0011,2025-10-22,5,46.04,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00849,3,CL0049,PR0047,2025-10-22,1,19.82,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00849,4,CL0049,PR0048,2025-10-22,5,42.44,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00850,1,CL0158,PR0015,2025-02-14,3,34.18,0,Ouest,Livrée,Boutique
CMD00850,2,CL0158,PR0051,2025-02-14,4,28.04,0,Ouest,Livrée,En ligne
CMD00850,3,CL0158,PR0024,2025-02-14,4,5.45,0,Ouest,Livrée,Boutique
CMD00850,4,CL0158,PR0050,2025-02-14,5,6.81,0,Ouest,En cours,En ligne
CMD00851,1,CL0083,PR0044,2024-05-25,2,4.90,0.23,Bretagne,En cours,Mobile
CMD00851,2,CL0083,PR0037,2024-05-25,5,36.61,0,Bretagne,Livrée,Boutique
CMD00852,1,CL0144,PR0018,2024-09-03,2,35.16,0,Est,Livrée,En ligne
CMD00852,2,CL0144,PR0054,2024-09-03,2,41.66,0,Est,Livrée,En ligne
CMD00852,3,CL0144,PR0015,2024-09-03,1,38.03,0,Est,Livrée,En ligne
CMD00853,1,CL0169,PR0045,2024-11-25,1,10.99,0,Bretagne,En cours,En ligne
CMD00854,1,CL0125,PR0018,2025-03-05,3,2.70,0,Ouest,Livrée,Boutique
CMD00854,2,CL0125,PR0043,2025-03-05,4,46.84,0,Ouest,En cours,En ligne
CMD00854,3,CL0125,PR0030,2025-03-05,2,45.95,0,Ouest,Annulée,En ligne
CMD00855,1,CL0188,PR0052,2024-09-26,1,22.68,0,Bretagne,Livrée,Mobile
CMD00856,1,CL0110,PR0028,2024-01-27,4,7.03,0,Nord,Annulée,En ligne
CMD00856,2,CL0110,PR0011,2024-01-27,3,20.71,0,Nord,En cours,En ligne
CMD00856,3,CL0110,PR0051,2024-01-27,3,23.90,0,Nord,Livrée,Boutique
CMD00856,4,CL0110,PR0052,2024-01-27,1,25.30,0,Nord,Livrée,En ligne
CMD00857,1,CL0162,PR0030,2025-03-19,1,41.52,0.03,Sud,Annulée,Mobile
CMD00857,2,CL0162,PR0053,2025-03-19,3,8.08,0,Sud,Livrée,En ligne
CMD00858,1,CL0010,PR0013,2024-03-10,3,44.78,0,Nord,Livrée,En ligne
CMD00859,1,CL0105,PR0003,2024-06-12,5,16.83,0.06,Ouest,En cours,Mobile
CMD00860,1,CL0011,PR0016,2024-08-07,3,13.49,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00860,2,CL0011,PR0016,2024-08-07,1,31.71,0.22,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00861,1,CL0197,PR0051,2024-01-15,3,6.55,0,Île-de-France,En cours,Boutique
CMD00861,2,CL0197,PR0030,2024-01-15,4,6.48,0,Île-de-France,Livrée,Boutique
CMD00861,3,CL0197,PR0040,2024-01-15,2,6.36,0,Île-de-France,Annulée,Mobile
CMD00862,1,CL0161,PR0036,2025-11-07,5,14.79,0,Sud,Livrée,Mobile
CMD00862,2,CL0161,PR0019,2025-11-07,3,36.56,0,Sud,Annulée,Boutique
CMD00863,1,CL0116,PR0007,2024-01-06,5,3.41,0,Bretagne,Livrée,Boutique
CMD00863,2,CL0116,PR0058,2024-01-06,5,13.37,0,Bretagne,Livrée,En ligne
CMD00863,3,CL0116,PR0059,2024-01-06,5,4.73,0,Bretagne,Livrée,Boutique
CMD00863,4,CL0116,PR0011,2024-01-06,1,12.70,0,Bretagne,Livrée,En ligne
CMD00864,1,CL0023,PR0050,2024-07-09,2,34.57,0,Nord,Livrée,En ligne
CMD00864,2,CL0023,PR0037,2024-07-09,2,3.77,0,Nord,Livrée,Mobile
CMD00864,3,CL0023,PR0051,2024-07-09,3,43.34,0.20,Nord,Livrée,Boutique
CMD00864,4,CL0023,PR0041,2024-07-09,1,7.49,0.29,Nord,Livrée,Boutique
CMD00865,1,CL0069,PR0042,2025-07-21,1,18.50,0,Sud,Livrée,Boutique
CMD00865,2,CL0069,PR0019,2025-07-21,1,18.69,0.00,Sud,Livrée,Mobile
CMD00866,1,CL0078,PR0058,2024-10-27,5,5.60,0.17,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00866,2,CL0078,PR0058,2024-10-27,3,36.78,0.01,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00866,3,CL0078,PR0031,2024-10-27,2,18.77,0,Auvergne-Rhône-Alpes,En cours,Boutique
CMD00867,1,CL0032,PR0004,2024-07-08,4,8.20,0,Occitanie,Livrée,En ligne
CMD00867,2,CL0032,PR0002,2024-07-08,5,23.98,0.26,Occitanie,Livrée,En ligne
CMD00867,3,CL0032,PR0052,2024-07-08,5,13.87,0.18,Occitanie,Livrée,En ligne
CMD00867,4,CL0032,PR0018,2024-07-08,2,14.18,0,Occitanie,Annulée,Boutique
CMD00868,1,CL0094,PR0039,2025-12-15,5,2.09,0,Nord,Livrée,En ligne
CMD00868,2,CL0094,PR0060,2025-12-15,5,34.28,0,Nord,Annulée,En ligne
CMD00869,1,CL0122,PR0050,2024-02-24,1,21.44,0,Ouest,Livrée,Mobile
CMD00870,1,CL0158,PR0055,2025-08-25,2,46.41,0,Ouest,Livrée,Mobile
CMD00870,2,CL0158,PR0001,2025-08-25,1,42.18,0,Ouest,En cours,Mobile
CMD00871,1,CL0118,PR0037,2025-03-19,4,35.90,0,Nord,Livrée,Mobile
CMD00871,2,CL0118,PR0006,2025-03-19,3,40.50,0,Nord,Livrée,Mobile
CMD00871,3,CL0118,PR0059,2025-03-19,1,5.25,0,Nord,Livrée,Boutique
CMD00872,1,CL0050,PR0028,2024-02-10,3,27.65,0,Sud,Annulée,Boutique
CMD00873,1,CL0087,PR0038,2024-08-24,2,38.98,0,Ouest,Livrée,Mobile
CMD00873,2,CL0087,PR0033,2024-08-24,1,11.04,0,Ouest,En cours,Mobile
CMD00874,1,CL0005,PR0019,2025-01-03,4,26.92,0,Île-de-France,En cours,Mobile
CMD00874,2,CL0005,PR0053,2025-01-03,2,18.69,0,Île-de-France,Livrée,Boutique
CMD00874,3,CL0005,PR0006,2025-01-03,2,15.83,0,Île-de-France,Livrée,En ligne
CMD00874,4,CL0005,PR0012,2025-01-03,1,27.13,0,Île-de-France,Livrée,En ligne
CMD00875,1,CL0094,PR0058,2024-12-04,5,20.87,0,Nord,Livrée,Mobile
CMD00875,2,CL0094,PR0015,2024-12-04,2,11.86,0,Nord,Livrée,Boutique
CMD00875,3,CL0094,PR0054,2024-12-04,5,26.91,0,Nord,Livrée,En ligne
CMD00875,4,CL0094,PR0059,2024-12-04,2,31.88,0,Nord,Livrée,Mobile
CMD00876,1,CL0100,PR0027,2025-07-01,4,8.93,0,Sud,Livrée,Boutique
CMD00877,1,CL0136,PR0021,2024-12-14,3,46.43,0,Bretagne,Livrée,Boutique
CMD00877,2,CL0136,PR0008,2024-12-14,5,40.72,0.01,Bretagne,Annulée,En ligne
CMD00877,3,CL0136,PR0037,2024-12-14,2,36.58,0,Bretagne,En cours,Mobile
CMD00878,1,CL0068,PR0043,2025-10-07,4,5.35,0,Est,En cours,En ligne
CMD00879,1,CL0117,PR0057,2024-11-12,1,41.33,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00879,2,CL0117,PR0037,2024-11-12,1,24.03,0.08,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00879,3,CL0117,PR0016,2024-11-12,5,2.51,0,Auvergne-Rhône-Alpes,Annulée,En ligne
CMD00880,1,CL0014,PR0023,2024-11-15,1,24.35,0,Occitanie,Livrée,En ligne
CMD00880,2,CL0014,PR0002,2024-11-15,1,29.25,0,Occitanie,Livrée,Mobile
CMD00880,3,CL0014,PR0029,2024-11-15,2,2.44,0,Occitanie,En cours,En ligne
CMD00881,1,CL0027,PR0038,2025-07-05,5,28.91,0,Île-de-France,Livrée,Mobile
CMD00881,2,CL0027,PR0024,2025-07-05,3,45.87,0,Île-de-France,Annulée,Boutique
CMD00882,1,CL0125,PR0027,2024-05-12,4,18.74,0,Ouest,Annulée,En ligne
CMD00882,2,CL0125,PR0053,2024-05-12,5,2.71,0,Ouest,En cours,En ligne
CMD00883,1,CL0106,PR0007,2025-06-05,5,2.95,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00883,2,CL0106,PR0055,2025-06-05,1,33.19,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00883,3,CL0106,PR0054,2025-06-05,4,24.97,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00883,4,CL0106,PR0025,2025-06-05,3,8.99,0,Auvergne-Rhône-Alpes,En cours,Mobile
CMD00884,1,CL0009,PR0029,2025-07-08,1,18.80,0,Est,Livrée,Boutique
CMD00884,2,CL0009,PR0032,2025-07-08,1,4.11,0,Est,Livrée,Mobile
CMD00884,3,CL0009,PR0035,2025-07-08,1,11.04,0,Est,Annulée,Boutique
CMD00884,4,CL0009,PR0008,2025-07-08,2,31.78,0,Est,Livrée,Mobile
CMD00885,1,CL0002,PR0010,2025-06-05,5,21.46,0.24,Occitanie,En cours,Mobile
CMD00885,2,CL0002,PR0005,2025-06-05,3,37.57,0,Occitanie,Livrée,En ligne
CMD00885,3,CL0002,PR0025,2025-06-05,3,5.47,0,Occitanie,Livrée,Boutique
CMD00885,4,CL0002,PR0003,2025-06-05,1,14.71,0,Occitanie,Livrée,Boutique
CMD00886,1,CL0006,PR0047,2025-08-09,4,39.53,0,Ouest,En cours,Boutique
CMD00886,2,CL0006,PR0031,2025-08-09,1,42.81,0,Ouest,Livrée,Boutique
CMD00886,3,CL0006,PR0059,2025-08-09,3,24.40,0,Ouest,Livrée,Boutique
CMD00887,1,CL0157,PR0017,2024-09-26,1,20.39,0,Île-de-France,Livrée,En ligne
CMD00887,2,CL0157,PR0039,2024-09-26,3,43.37,0,Île-de-France,Annulée,En ligne
CMD00888,1,CL0083,PR0049,2025-06-04,1,42.38,0,Bretagne,Annulée,En ligne
CMD00888,2,CL0083,PR0019,2025-06-04,4,29.09,0,Bretagne,Livrée,En ligne
